main_sound,level,hanja,meaning,radical,strokes,total_strokes
저,4급,底,"[[['밑'], ['저']]]",广,5,8
적,4급,積,"[[['쌓을'], ['적']]]",禾,11,16
적,4급,籍,"[[['문서'], ['적']]]",竹,14,20
적,4급,適,"[[['맞을'], ['적']]]",辵,11,15
적,4급,績,"[[['길쌈'], ['적']]]",糸,11,17
적,4급,賊,"[[['도둑'], ['적']]]",貝,6,13
전,4급,專,"[[['오로지'], ['전']]]",寸,8,11
전,4급,轉,"[[['구를'], ['전']]]",車,11,18
전,4급,錢,"[[['돈'], ['전']]]",金,8,16
절,4급,折,"[[['꺾을'], ['절']]]",手,4,7
점,4급,點,"[[['점'], ['점']]]",黑,5,17
점,4급,占,"[[['점령할 점', '점칠'], ['점']]]",卜,3,5
정,4급,靜,"[[['고요할'], ['정']]]",靑,8,16
정,4급,丁,"[[['고무래', '장정'], ['정']]]",一,1,2
정,4급,整,"[[['가지런할'], ['정']]]",攴,12,16
제,4급,帝,"[[['임금'], ['제']]]",巾,6,9
조,4급,條,"[[['가지'], ['조']]]",木,7,11
조,4급,潮,"[[['밀물', '조수'], ['조']]]",水,12,15
조,4급,組,"[[['짤'], ['조']]]",糸,5,11
존,4급,存,"[[['있을'], ['존']]]",子,3,6
종,4급,鍾,"[[['쇠북'], ['종']]]",金,9,17
종,4급,從,"[[['좇을'], ['종']]]",彳,8,11
좌,4급,座,"[[['자리'], ['좌']]]",广,7,10
주,4급,酒,"[[['술'], ['주']]]",酉,3,10
주,4급,朱,"[[['붉을'], ['주']]]",木,2,6
주,4급,周,"[[['두루'], ['주']]]",口,5,8
증,4급,證,"[[['증거'], ['증']]]",言,12,19
지,4급,持,"[[['가질'], ['지']]]",手,6,9
지,4급,智,"[[['슬기', '지혜'], ['지']]]",日,8,12
지,4급,誌,"[[['기록할'], ['지']]]",言,7,14
직,4급,織,"[[['짤'], ['직']]]",糸,12,18
진,4급,珍,"[[['보배'], ['진']]]",玉,5,9
진,4급,盡,"[[['다할'], ['진']]]",皿,9,14
진,4급,陣,"[[['진칠'], ['진']]]",阜,7,10
차,4급,差,"[[['다를'], ['차']]]",工,7,10
찬,4급,讚,"[[['기릴'], ['찬']]]",言,19,26
채,4급,採,"[[['캘'], ['채']]]",手,8,11
책,4급,冊,"[[['책'], ['책']]]",冂,3,5
천,4급,泉,"[[['샘'], ['천']]]",水,5,9
청,4급,聽,"[[['들을'], ['청']]]",耳,16,22
청,4급,廳,"[[['관청'], ['청']]]",广,22,25
초,4급,招,"[[['부를'], ['초']]]",手,5,8
추,4급,推,"[[['밀'], ['추']]]",手,8,11
축,4급,縮,"[[['줄일'], ['축']]]",糸,11,17
취,4급,就,"[[['나아갈'], ['취']]]",尢,9,12
취,4급,趣,"[[['뜻'], ['취']]]",走,8,15
층,4급,層,"[[['층[層階]'], ['층']]]",尸,12,15
침,4급,寢,"[[['잘'], ['침']]]",宀,11,14
침,4급,針,"[[['바늘'], ['침']]]",金,2,10
칭,4급,稱,"[[['일컬을'], ['칭']]]",禾,9,14
탄,4급,歎,"[[['탄식할'], ['탄']]]",欠,11,15
탄,4급,彈,"[[['탄알'], ['탄']]]",弓,12,15
탈,4급,脫,"[[['벗을'], ['탈']]]",肉,7,11
탐,4급,探,"[[['찾을'], ['탐']]]",手,8,11
택,4급,擇,"[[['가릴'], ['택']]]",手,13,16
토,4급,討,"[[['칠'], ['토']]]",言,3,10
통,4급,痛,"[[['아플'], ['통']]]",疒,7,12
투,4급,投,"[[['던질'], ['투']]]",手,4,7
투,4급,鬪,"[[['싸움'], ['투']]]",鬥,10,20
파,4급,派,"[[['갈래'], ['파']]]",水,6,9
판,4급,判,"[[['판단할'], ['판']]]",刀,5,7
편,4급,篇,"[[['책'], ['편']]]",竹,9,15
평,4급,評,"[[['평할'], ['평']]]",言,5,12
폐,4급,閉,"[[['닫을'], ['폐']]]",門,3,11
포,4급,胞,"[[['세포'], ['포']]]",肉,5,9
폭,4급,爆,"[[['불터질'], ['폭']]]",火,15,19
표,4급,標,"[[['표할'], ['표']]]",木,11,15
피,4급,疲,"[[['피곤할'], ['피']]]",疒,5,10
피,4급,避,"[[['피할'], ['피']]]",辵,13,17
한,4급,閑,"[[['한가할'], ['한']]]",門,4,12
한,4급,恨,"[[['한[怨]'], ['한']]]",心,6,9
항,4급,抗,"[[['겨룰'], ['항']]]",手,4,7
핵,4급,核,"[[['씨'], ['핵']]]",木,6,10
헌,4급,憲,"[[['법'], ['헌']]]",心,12,16
험,4급,險,"[[['험할'], ['험']]]",阜,13,16
혁,4급,革,"[[['가죽'], ['혁']]]",革,0,9
현,4급,顯,"[[['나타날'], ['현']]]",頁,14,23
형,4급,刑,"[[['형벌'], ['형']]]",刀,4,6
혹,4급,或,"[[['혹'], ['혹']]]",戈,4,8
혼,4급,婚,"[[['혼인할'], ['혼']]]",女,8,11
혼,4급,混,"[[['섞을'], ['혼']]]",水,8,11
홍,4급,紅,"[[['붉을'], ['홍']]]",糸,3,9
화,4급,華,"[[['빛날'], ['화']]]",艸,7,11
환,4급,歡,"[[['기쁠'], ['환']]]",欠,18,22
환,4급,環,"[[['고리'], ['환']]]",玉,13,17
황,4급,況,"[[['상황'], ['황']]]",水,5,8
회,4급,灰,"[[['재'], ['회']]]",火,2,6
후,4급,厚,"[[['두터울'], ['후']]]",厂,7,9
후,4급,候,"[[['기후'], ['후']]]",人,8,10
휘,4급,揮,"[[['휘두를'], ['휘']]]",手,9,12
희,4급,喜,"[[['기쁠'], ['희']]]",口,9,12
